Description,Test,Project_name,File,Label
"(key)
passes when the actual matches the expected
","
      expect(wrapper.find(User).first()).to.have.prop('index')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/prop.test.js,0
"when username is a valid string, and password is an empty string
sends Authorization header
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/random-word-server/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,1
"redux properties
`getSecretWord` runs on App mount
","
  const getSecretWordMock = jest.fn();

  const props = {
    getSecretWord: getSecretWordMock,
    success: false,
    guessedWords: []
  };

  // set up app component with getSecretWordMock as the getSecretWord prop
  const wrapper = shallow(<UnconnectedApp {...props} />);

  // run lifecycle method
  wrapper.instance().componentDidMount();

  // check to see if mock ran
  const getSecretWordCallCount = getSecretWordMock.mock.calls.length;

  expect(getSecretWordCallCount).toBe(1);

",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/App.test.js,1
"Polygon Within
should return false if one of the points in a linestring leave the polygon
","
      polygon = new Terraformer.Polygon([ [ [ 5, 5 ], [ 5, 15 ], [ 15, 15 ], [ 15, 5 ], [ 5, 5 ] ] ]);
    

      var ls = new Terraformer.LineString([ [ 6, 6 ], [ 6, 14 ], [ 16, 16 ] ]);
      expect(ls.within(polygon)).toEqual(false);
    
",sharontheginger/LearnAcademy_jesttesting,https://github.com/sharontheginger/LearnAcademy_jesttesting/blob/master/node_modules/terraformer/spec/terraformerSpec.js,1
"<Requeriments />
Render component requeriments
","
        expect(requeriments.length).toEqual(1);
    
",nkrowicki/woloxChallenge,https://github.com/nkrowicki/woloxChallenge/blob/master/src/__test__/components/Requeriments.test.js,0
"Faces: Face component test suite
should convert age to age attribute
","
      const { age } = mockedFace;

      const wrapper = getFace();
      expect(wrapper.exists()).toBeTruthy();

      const ageAttribute = wrapper.find(Attribute).filterWhere(n => n.props().attribute.name === 'age');
      expect(ageAttribute.exists()).toBeTruthy();

      const { value } = ageAttribute.props().attribute;
      expect(value.includes(age.low)).toBeTruthy();
      expect(value.includes(age.high)).toBeTruthy();
    
",gasserandreas/rekognition,https://github.com/gasserandreas/rekognition/blob/master/src/images/detail/__tests__/Faces.test.js,1
"<Benefits />
Render component benefits
","
    expect(benefits.length).toEqual(1);
  
",nkrowicki/woloxChallenge,https://github.com/nkrowicki/woloxChallenge/blob/master/src/__test__/components/Benefits.test.js,0
"authenticateMessage()
should fail authorization on stale timestamp
","

            credentialsFunc('123456', function (err, credentials1) {

                var auth = Hawk.client.message('example.com', 8080, 'some message', { credentials: credentials1 });
                expect(auth).to.exist();

                Hawk.server.authenticateMessage('example.com', 8080, 'some message', auth, credentialsFunc, { localtimeOffsetMsec: 100000 }, function (err, credentials2) {

                    expect(err).to.exist();
                    expect(err.message).to.equal('Stale timestamp');
                    done();
                });
            });
        
",nialloc9/reactReduxJestBoilerplate,https://github.com/nialloc9/reactReduxJestBoilerplate/blob/master/node_modules/hawk/test/uri.js,1
"getSecretWord action creator
correctly adds the secret word to state
","
        moxios.install();
    

       const secretWord = 'party';
       const store = storeFactory();

       moxios.wait(() => {
           const request = moxios.requests.mostRecent();
           request.respondWith({
               status: 200,
               response: secretWord,
           });
       });

       return store.dispatch(getSecretWord())
           .then(() => {
               const newState = store.getState();
               expect(newState.secretWord).toBe(secretWord);
           });

    

        moxios.uninstall();
    
",deepbsd/jestclass,https://github.com/deepbsd/jestclass/blob/master/jotto/src/actions/index.test.js,1
"when username AND password are non empty strings
sends Authorization header
","
      needle.get('localhost:' + port, opts, function(err, resp) {
        var sent_headers = resp.body.headers;
        Object.keys(sent_headers).should.containEql('authorization');
        done();
      })
    
",crudaz/mongodb-testing,https://github.com/crudaz/mongodb-testing/blob/master/node_modules/fsevents/node_modules/needle/test/basic_auth_spec.js,1
"image details container test suite
mapKeyToValue should return params
","
    const string = '?attr1=val1';
    expect(mapKeyToValue(string)).toEqual({
      attr1: 'val1',
    });
  
",gasserandreas/rekognition,https://github.com/gasserandreas/rekognition/blob/master/src/images/detail/__tests__/Container.test.js,1
"(name, value)
passes negated when the actual does not match the expected
","
      expect(wrapper).to.not.have.style('border', '2px')
      expect(wrapper.find('span')).to.not.have.style('color', 'blue')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/style.test.js,0
"mediaQueries
should have an ""xl"" breakpoint
","
    const Div = styled.div`
      ${mq.s`content: ""test"";`};
    `;
    const renderedComponent = shallow(<Div />);
    expect(toJson(renderedComponent)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/styles/templates/tests/mediaQueries.test.js,0
".debug()
should pass through to the debugNodes function
","
      expect(shallow(<div />).debug()).to.equal('<div />');
    
",nialloc9/reactReduxJestBoilerplate,https://github.com/nialloc9/reactReduxJestBoilerplate/blob/master/node_modules/enzyme/test/ShallowWrapper-spec.js,1
"HAS_BOOLEAN_VALUE attrs
passes negated when attribute exists with a falsey (but not false/null/undefined) value
","
        expect(wrapper.find('video')).to.not.have.attr('autoplay')
        expect(wrapper.find('video')).to.not.have.attr('autoPlay')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,0
"(selector)
passes when the actual matches the expected
","
      expect(wrapper.find('#root')).to.match('#root')
      expect(wrapper.find('span')).to.match('#child')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/match.test.js,0
"span
always appends text to prior span if wrap is disabled
","
      var ui = cliui({
        wrap: false,
        width: 40
      })

      ui.span(
        {text: 'i am a string that will be wrapped', width: 30}
      )

      ui.div(
        {text: 'i am a second row', align: 'left', padding: [0, 0, 0, 3]}
      )

      ui.div('a third line')

      var expected = [
       'i am a string that will be wrapped   i am a second row',
       'a third line'
      ]

      ui.toString().split('\n').should.eql(expected)
    
",ultradian/AlexaTesting,https://github.com/ultradian/AlexaTesting/blob/master/node_modules/cliui/test/cliui.js,1
"header()
returns a valid authorization header (no ext)
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var header = Hawk.client.header('https://example.net/somewhere/over/the/rainbow', 'POST', { credentials: credentials, timestamp: 1353809207, nonce: 'Ygvqdz', payload: 'something to write about', contentType: 'text/plain' }).field;
            expect(header).to.equal('Hawk id=""123456"", ts=""1353809207"", nonce=""Ygvqdz"", hash=""2QfCt3GuY9HQnHWyWD3wX68ZOKbynqlfYmuO2ZBRqtY="", mac=""HTgtd0jPI6E4izx8e4OHdO36q00xFCU0FolNq3RiCYs=""');
            done();
        
",JamieDixon/jest-tester,https://github.com/JamieDixon/jest-tester/blob/master/webapp/node_modules/hawk/test/client.js,-
"generateNormalizedString()
should return a valid normalized string (ext)
","

            expect(Hawk.crypto.generateNormalizedString('header', {
                ts: 1357747017,
                nonce: 'k3k4j5',
                method: 'GET',
                resource: '/resource/something',
                host: 'example.com',
                port: 8080,
                ext: 'this is some app data'
            })).to.equal('hawk.1.header\n1357747017\nk3k4j5\nGET\n/resource/something\nexample.com\n8080\n\nthis is some app data\n');

            done();
        
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/hawk/test/crypto.js,1
"(name)
fails when the actual does not match the expected
","
      expect(() => {
        expect(wrapper).to.have.style('color')
      }).to.throw(""to have a 'color' CSS style property"")

      expect(() => {
        expect(wrapper.find('span')).to.have.style('border')
      }).to.throw(""to have a 'border' CSS style property"")

      expect(() => {
        expect(wrapper).to.not.have.style('border')
      }).to.throw(""not to have a 'border' CSS style property"")

      expect(() => {
        expect(wrapper.find('span')).to.not.have.style('color')
      }).to.throw(""not to have a 'color' CSS style property"")
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/style.test.js,0
"DefaultBuildTab
should be able to update params for non constructor
","
      const { component, tabs } = setup(true);
      tabs.props().onChange({ currentTarget: { value: '' } }, 2);
      component.update();
      const defaultBuildTab = component.find(DefaultBuildTab);
      expect(defaultBuildTab.props().params).toEqual([
        { name: 'testparam2', value: 'a', type: 'uint' }
      ]);
      defaultBuildTab
        .props()
        .onChangeParams([{ name: 'testparam2', value: 'b', type: 'string' }]);
      expect(component.props().onTabsChange).toHaveBeenCalledWith({
        tabsParams: [
          [{ name: 'testparam1', value: 'a', type: 'uint' }],
          [{ name: 'testparam2', value: 'b', type: 'string' }]
        ]
      });
      expect(component.props().onTabsChange).toHaveBeenCalledTimes(1);
    
",Sean2108/LATTE,https://github.com/Sean2108/LATTE/blob/master/test/components/BuildTabs.spec.js,-
"constructed with no options
handles resets
","
            const text = '\x1b[1mthis is bold\x1b[0m, but this isn\'t';
            const result = '<b>this is bold</b>, but this isn\'t';

            return test(text, result, done);
        
",defikabulan/keranjang-ppl,https://github.com/defikabulan/keranjang-ppl/blob/master/node_modules/ansi-to-html/test/ansi_to_html.js,-
"mediaQueries
should have an ""xs"" breakpoint
","
    const Div = styled.div`
      ${mq.xs`content: ""test"";`};
    `;
    const renderedComponent = shallow(<Div />);
    expect(toJson(renderedComponent)).toMatchSnapshot();
  
",Mensae/portfolio-react-boilerplate,https://github.com/Mensae/portfolio-react-boilerplate/blob/master/app/styles/templates/tests/mediaQueries.test.js,1
"(name)
passes negated when the actual does not match the expected
","
      expect(wrapper).to.not.have.style('color')
      expect(wrapper.find('span')).to.not.have.style('border')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/style.test.js,0
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made south/bottom of the ship when last attack is on the boundary
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[3][3] = 'X';
    newGameboardPlayer.grid[4][3] = 'H';
    newGameboardPlayer.grid[5][3] = 'H';
    newGameboardPlayer.grid[6][3] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([7, 3]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
"no stream_length set
doesnt set Content-Length header
","
      send_request({}, function(err, resp) {
        should.not.exist(resp.body.headers['content-length']);
        done()
      })
    
",jordantomax/jest-htmlelement-prototype-sandbox,https://github.com/jordantomax/jest-htmlelement-prototype-sandbox/blob/master/node_modules/needle/test/request_stream_spec.js,-
"authenticate()
parses a valid authentication header (sha1)
","

            var req = {
                method: 'GET',
                url: '/resource/4?filter=a',
                host: 'example.com',
                port: 8080,
                authorization: 'Hawk id=""1"", ts=""1353788437"", nonce=""k3j4h2"", mac=""zy79QQ5/EYFmQqutVnYb73gAc/U="", ext=""hello""'
            };

            Hawk.server.authenticate(req, credentialsFunc, { localtimeOffsetMsec: 1353788437000 - Hawk.utils.now() }, function (err, credentials, artifacts) {

                expect(err).to.not.exist();
                expect(credentials.user).to.equal('steve');
                done();
            });
        
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/hawk/test/server.js,1
"ComputerAI: getAlignmentAttack (Get the correct positions of the end points of ship parts discovered)
Attack is made east/right of the ship when last attack is on the boundary
","
    const size = 8;
    const newGameboardPlayer = Gameboard(0, size);
    const computerAI = ComputerAI(0);
    newGameboardPlayer.grid[3][3] = 'X';
    newGameboardPlayer.grid[3][4] = 'H';
    newGameboardPlayer.grid[3][5] = 'H';
    newGameboardPlayer.grid[3][6] = 'H';
    const alignmentObj = computerAI.getAlignment(newGameboardPlayer);
    const alignmentCoords = computerAI.getAlignmentAttack(
      newGameboardPlayer,
      alignmentObj[0],
      alignmentObj[1],
      alignmentObj[2],
    );
    expect(alignmentCoords).toStrictEqual([3, 7]);
  
",martink-rsa/Battleships,https://github.com/martink-rsa/Battleships/blob/master/src/specs/computerAI.test.js,1
".off()
should remove all listeners for `event`
","
      obj.on('foo', function () {}).off('foo')
        ._events.should.have.property('foo', null);
    
",gtwright/with-jest,https://github.com/gtwright/with-jest/blob/master/node_modules/emitter-mixin/test/person.js,1
"CSSStyleDeclaration
setting border values to ""none"" should clear dependent values
","
    var style = new CSSStyleDeclaration();
    style.borderTopWidth = '1px';
    expect(style.cssText).toEqual('border-top-width: 1px;');
    style.border = 'none';
    expect(style.cssText).toEqual('');
    style.borderTopWidth = '1px';
    expect(style.cssText).toEqual('border-top-width: 1px;');
    style.borderTopStyle = 'none';
    expect(style.cssText).toEqual('');
    style.borderTopWidth = '1px';
    expect(style.cssText).toEqual('border-top-width: 1px;');
    style.borderTop = 'none';
    expect(style.cssText).toEqual('');
    style.borderTopWidth = '1px';
    style.borderLeftWidth = '1px';
    expect(style.cssText).toEqual('border-top-width: 1px; border-left-width: 1px;');
    style.borderTop = 'none';
    expect(style.cssText).toEqual('border-left-width: 1px;');
  
",guidolzc/testing-jest,https://github.com/guidolzc/testing-jest/blob/master/node_modules/cssstyle/lib/CSSStyleDeclaration.test.js,1
"react jsx
should handle hasOwnProperty correctly
","
    var code = '<hasOwnProperty>testing</hasOwnProperty>;';
    var result = 'React.createElement(""hasOwnProperty"", null, ""testing"");';
    expect(transform(code).code).toBe(result);
  
",Moverr/jestcodecov,https://github.com/Moverr/jestcodecov/blob/master/bluh/node_modules/jstransform/visitors/__tests__/react-jsx-test.js,0
"({ key: value, ... })
fails when the actual does not match the expected
","
      expect(() => {
        expect(wrapper.find(User).first()).to.have.props({ index: 2 })
      }).to.throw('to have props { index: 2 }')

      expect(() => {
        expect(wrapper.find(User).first()).to.not.have.props({ index: 1 })
      }).to.throw('not to have props { index: 1 }')
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/props.test.js,0
"(nodes)
passes when the actual matches the expected
","
      expect(wrapper).to.contain([<User index={2} />, <User index={3} />])
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/contain.test.js,0
"Overwritten HTMLElement prototype
references this inside of overwritten offsetTop
","
    const wrapper = mount(<Component />)
    const ref = wrapper.instance().ref.current
    console.log(ref.offsetTop)
  
",jordantomax/jest-htmlelement-prototype-sandbox,https://github.com/jordantomax/jest-htmlelement-prototype-sandbox/blob/master/tests/example.test.js,-
"no stream_length set
doesnt work if Transfer-Encoding is set to a blank string
","
      send_request({ headers: { 'Transfer-Encoding': '' }}, function(err, resp) {
        err.code.should.eql('ECONNRESET');
        done()
      })
    
",matloc13/jest-test-blog,https://github.com/matloc13/jest-test-blog/blob/master/node_modules/fsevents/node_modules/needle/test/request_stream_spec.js,-
"subnet() method
should compute ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.190');
    
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/ip/test/api-test.js,1
"redux properties
has access to `secretWord` state
","
    const secretWord = ""party"";
    const wrapper = setup({ secretWord });
    const secretWordProp = wrapper.instance().props.secretWord;
    expect(secretWordProp).toBe(secretWord);
  
",alexsjcho/jotto-react-jest-enyzme-testing,https://github.com/alexsjcho/jotto-react-jest-enyzme-testing/blob/master/src/App.test.js,1
"stringify()
does not omit object keys when indices = false
","
        expect(Qs.stringify({ a: [{ b: 'c' }] }, { indices: false })).to.equal('a%5Bb%5D=c');
        done();
    }
",Moverr/jestcodecov,https://github.com/Moverr/jestcodecov/blob/master/bluh/node_modules/react-project/node_modules/qs/test/stringify.js,1
"getBewit()
returns a valid bewit value (null ext)
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var bewit = Hawk.uri.getBewit('https://example.com/somewhere/over/the/rainbow', { credentials: credentials, ttlSec: 300, localtimeOffsetMsec: 1356420407232 - Hawk.utils.now(), ext: null });
            expect(bewit).to.equal('MTIzNDU2XDEzNTY0MjA3MDdcSUdZbUxnSXFMckNlOEN4dktQczRKbFdJQStValdKSm91d2dBUmlWaENBZz1c');
            done();
        
",Sstobo/Jest-Testing,https://github.com/Sstobo/Jest-Testing/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,0
"regular attrs
passes when attribute exists but has value `false`
","
        expect(wrapper.find('audio')).to.have.attr('contenteditable')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,-
"coveragePathIgnorePatterns
does not normalize paths relative to rootDir
","
    // This is a list of patterns, so we can't assume any of them are
    // directories
    const {config} = normalize(
      {
        coveragePathIgnorePatterns: ['bar/baz', 'qux/quux'],
        rootDir: '/root/path/foo',
      },
      '/root/path',
    );

    expect(config.coveragePathIgnorePatterns).toEqual([
      joinForPattern('bar', 'baz'),
      joinForPattern('qux', 'quux'),
    ]);
  
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-config/src/__tests__/normalize-test.js,1
"valueType
returns color for rgba(p, p, p, n) with decimal alpha
","
    let input = 'rgba(10%, 10%, 10%, 0.5)';
    let output = parsers.valueType(input);

    expect(output).toEqual(parsers.TYPES.COLOR);
  
",karshak4859/hexlet-jest,https://github.com/karshak4859/hexlet-jest/blob/master/node_modules/cssstyle/lib/parsers.test.js,1
"collectCoverageOnlyFrom
normalizes all paths relative to rootDir
","
    const {config} = normalize(
      {
        collectCoverageOnlyFrom: {
          'bar/baz': true,
          'qux/quux/': true,
        },
        rootDir: '/root/path/foo/',
      },
      '/root/path',
    );

    const expected = {};
    expected[expectedPathFooBar] = true;
    expected[expectedPathFooQux] = true;

    expect(config.collectCoverageOnlyFrom).toEqual(expected);
  
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-config/src/__tests__/normalize-test.js,1
"testPathIgnorePatterns
does not normalize paths relative to rootDir
","
    // This is a list of patterns, so we can't assume any of them are
    // directories
    const {config} = normalize(
      {
        rootDir: '/root/path/foo',
        testPathIgnorePatterns: ['bar/baz', 'qux/quux'],
      },
      '/root/path',
    );

    expect(config.testPathIgnorePatterns).toEqual([
      joinForPattern('bar', 'baz'),
      joinForPattern('qux', 'quux'),
    ]);
  
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-config/src/__tests__/normalize-test.js,1
"tarball.pipe(unpack(directory, { strip: 0 }, callback))
unpacks the tarball into the directory with subdir package
","
    read(__dirname + '/fixtures/packed.tar').pipe(tar.unpack(__dirname + '/output/unpacked', { strip: 0 } , function (err) {
      if (err) return done(err)
      assert.equal(rfile('./output/unpacked/package/bar.txt'), rfile('./fixtures/to-pack/bar.txt'))
      assert.equal(rfile('./output/unpacked/package/foo.txt'), rfile('./fixtures/to-pack/foo.txt'))
      done()
    }))
  
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/tar-pack/test/index.js,1
"CanOpenModal
should return true if all models have isTemporary to false
","
        const wrapper = shallow(<App {...props} />);
        const { canOpenModal } = wrapper.instance();

        expect(canOpenModal()).toBeTruthy();
      
",ticket721/server,https://github.com/ticket721/server/blob/master/plugins/content-type-builder/admin/src/containers/App/tests/index.test.js,0
"header()
returns a valid authorization header (null ext)
","

            var credentials = {
                id: '123456',
                key: '2983d45yun89q',
                algorithm: 'sha256'
            };

            var header = Hawk.client.header('https://example.net/somewhere/over/the/rainbow', 'POST', { credentials: credentials, timestamp: 1353809207, nonce: 'Ygvqdz', payload: 'something to write about', contentType: 'text/plain', ext: null }).field;
            expect(header).to.equal('Hawk id=""123456"", ts=""1353809207"", nonce=""Ygvqdz"", hash=""2QfCt3GuY9HQnHWyWD3wX68ZOKbynqlfYmuO2ZBRqtY="", mac=""HTgtd0jPI6E4izx8e4OHdO36q00xFCU0FolNq3RiCYs=""');
            done();
        
",sethcarrino/redux-jest-testing,https://github.com/sethcarrino/redux-jest-testing/blob/master/node_modules/fsevents/node_modules/hawk/test/client.js,0
"Uri
should fail on invalid bewit
","

        var req = {
            method: 'GET',
            url: '/resource/4?bewit=*',
            host: 'example.com',
            port: 8080
        };

        Hawk.uri.authenticate(req, credentialsFunc, {}, function (err, credentials, attributes) {

            expect(err).to.exist();
            expect(err.output.payload.message).to.equal('Invalid bewit encoding');
            expect(err.isMissing).to.not.exist();
            done();
        });
    
",swkane/redux-jest-todo,https://github.com/swkane/redux-jest-todo/blob/master/node_modules/fsevents/node_modules/hawk/test/uri.js,-
"Testing Unit
tan5(6+3)
","
	 assert.equal(a.eval(""tan5(6+3)""),""1"");
  
",MaxKoldun/Task-10-Tetsing,https://github.com/MaxKoldun/Task-10-Tetsing/blob/master/node_modules/math-expression-evaluator/test/index.js,0
"replace-symbols
should change complex symbols, if you feel like trolling yourself
","
    test('.foo { box-shadow: 1px 0.5em 3px $sass-a #f00 }',
      {'1px': '1rem', '0.5em': '10px', '3px': '$sass-b', '$sass-a': '4px', '#f00': 'green' },
      '.foo { box-shadow: 1rem 10px $sass-b 4px green }')
  
",tmtarpinian/jest_introduction,https://github.com/tmtarpinian/jest_introduction/blob/master/node_modules/icss-replace-symbols/test/index.js,0
"generateNormalizedString()
should return a valid normalized string (payload + ext)
","

            expect(Hawk.crypto.generateNormalizedString('header', {
                ts: 1357747017,
                nonce: 'k3k4j5',
                method: 'GET',
                resource: '/resource/something',
                host: 'example.com',
                port: 8080,
                hash: 'U4MKKSmiVxk37JCCrAVIjV/OhB3y+NdwoCr6RShbVkE=',
                ext: 'this is some app data'
            })).to.equal('hawk.1.header\n1357747017\nk3k4j5\nGET\n/resource/something\nexample.com\n8080\nU4MKKSmiVxk37JCCrAVIjV/OhB3y+NdwoCr6RShbVkE=\nthis is some app data\n');

            done();
        
",golfapipol/jest-waterline-integration-test,https://github.com/golfapipol/jest-waterline-integration-test/blob/master/node_modules/hawk/test/crypto.js,1
"#attr
fails when the actual is not an enzyme wrapper
","
    [undefined, { foo: 'bar' }, [], 'test', 12345].forEach((actual) => {
      expect(() => {
        expect(actual).to.have.attr('key', 'somekey')
      }).to.throw()
    })
  
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,0
"(node)
passes when the actual matches the expected
","
      expect(wrapper).to.contain(<User index={1} />)
      expect(wrapper).to.contain(<User index={2} />)
    
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/contain.test.js,0
"modulePathIgnorePatterns
does not normalize paths relative to rootDir
","
    // This is a list of patterns, so we can't assume any of them are
    // directories
    const {config} = normalize(
      {
        modulePathIgnorePatterns: ['bar/baz', 'qux/quux'],
        rootDir: '/root/path/foo',
      },
      '/root/path',
    );

    expect(config.modulePathIgnorePatterns).toEqual([
      joinForPattern('bar', 'baz'),
      joinForPattern('qux', 'quux'),
    ]);
  
",git-palace/jest,https://github.com/git-palace/jest/blob/master/packages/jest-config/src/__tests__/normalize-test.js,1
"toConstant(src)
handles ""(function () { while (true); return 10; }())""
","
    try {
      constaninople.toConstant('(function () { while (true); return 10; }())')
    } catch (ex) {
      return
    }
    assert(false, '(function () { while (true); return 10; }()) should result in an error')
  
",KacperMitkowski/Node_React_Simple_API,https://github.com/KacperMitkowski/Node_React_Simple_API/blob/master/api/node_modules/constantinople/test/index.js,0
"cidrSubnet() method
should compute an ipv4 network's last address
","
      assert.equal(ipv4Subnet.lastAddress, '192.168.1.190');
    
",szymonlankauf/Vue-jest,https://github.com/szymonlankauf/Vue-jest/blob/master/node_modules/ip/test/api-test.js,1
"CSSStyleDeclaration
setting values implicit and shorthand properties via csstext and setproperty should propagate to dependent properties
","
    var style = new CSSStyleDeclaration();
    style.cssText = 'border: 1px solid black;';
    expect(style.cssText).toEqual('border: 1px solid black;');
    expect(style.borderTop).toEqual('1px solid black');
    style.border = '';
    expect(style.cssText).toEqual('');
    style.setProperty('border', '1px solid black');
    expect(style.cssText).toEqual('border: 1px solid black;');
  
",miklo88/node-server-boilerplate,https://github.com/miklo88/node-server-boilerplate/blob/master/node_modules/cssstyle/lib/CSSStyleDeclaration.test.js,1
"nonNegativeNumber
passes on nil values
","
    assertPasses((0, _.nonNegativeNumber)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: undefined
    }), 'a');
    assertPasses((0, _.nonNegativeNumber)(), /*#__PURE__*/_react[""default""].createElement(""div"", {
      a: null
    }), 'a');
  
",Sunnypahuja/jest-enzyme,https://github.com/Sunnypahuja/jest-enzyme/blob/master/node_modules/airbnb-prop-types/build-test/nonNegativeNumber.js,-
"HAS_BOOLEAN_VALUE attrs
passes negated when attribute exists but has value `null`
","
        expect(wrapper.find('video')).to.not.have.attr('controls')
      
",xiaoxiaoqian1217/xxq-jest,https://github.com/xiaoxiaoqian1217/xxq-jest/blob/master/node_modules/chai-enzyme/test/attr.test.js,0
"redux properties
has access to `secretWord` piece of state
","
      const secretWord = 'party';
      const wrapper = setup({secretWord});
      const secretWordProp = wrapper.instance().props.secretWord;
      expect(secretWordProp).toBe(secretWord);
    
",deepbsd/jestclass,https://github.com/deepbsd/jestclass/blob/master/jotto/src/App.test.js,1
"header()
generates header (null ext)
","

            var credentials = {
                id: '123456',
                key: 'werxhqb98rpaxn39848xrunpaw3489ruxnpa98w4rxn',
                algorithm: 'sha256',
                user: 'steve'
            };

            var artifacts = {
                method: 'POST',
                host: 'example.com',
                port: '8080',
                resource: '/resource/4?filter=a',
                ts: '1398546787',
                nonce: 'xUwusx',
                hash: 'nJjkVtBE5Y/Bk38Aiokwn0jiJxt/0S2WRSUwWLCf5xk=',
                mac: 'dvIvMThwi28J61Jc3P0ryAhuKpanU63GXdx6hkmQkJA=',
                id: '123456'
            };

            var header = Hawk.server.header(credentials, artifacts, { payload: 'some reply', contentType: 'text/plain', ext: null });
            expect(header).to.equal('Hawk mac=\""6PrybJTJs20jsgBw5eilXpcytD8kUbaIKNYXL+6g0ns=\"", hash=\""f9cDF/TDm7TkYRLnGwRMfeDzT6LixQVLvrIKhh0vgmM=\""');
            done();
        
",sethcarrino/redux-jest-testing,https://github.com/sethcarrino/redux-jest-testing/blob/master/node_modules/hawk/test/server.js,0
"or() method
should or bits in ipv6 addresses
","
      assert.equal(ip.or('::ff', '::abcd:dcba:abcd:dcba'),
                   '::abcd:dcba:abcd:dcff');
    
",lexblagus/react-class-expensify,https://github.com/lexblagus/react-class-expensify/blob/master/node_modules/ip/test/api-test.js,1
"CSSStyleDeclaration
setting a shorthand property, whose shorthands are implicit properties, to an empty string should clear all dependent properties
","
    var style = new CSSStyleDeclaration();
    style.borderTopWidth = '1px';
    expect(style.cssText).toEqual('border-top-width: 1px;');
    style.border = '';
    expect(style.cssText).toEqual('');
    style.borderTop = '1px solid black';
    expect(style.cssText).toEqual('border-top: 1px solid black;');
    style.border = '';
    expect(style.cssText).toEqual('');
  
",leonbeau/JsSuanFa,https://github.com/leonbeau/JsSuanFa/blob/master/node_modules/cssstyle/lib/CSSStyleDeclaration.test.js,1
